Gene	Sample	Active	FC	Annotation	Conservation	Tun
bHd03943.1	Hdujardini	6.04308	7.05328597381118	Other	None	43.3289
bHd03986.1	Hdujardini	0.0499686666666667	32.880490591368	Other	Conserved	4.93104333333333
bHd03992.1	Hdujardini	18.3057666666667	2.98014933725481	Other	Conserved	54.8519333333333
bHd03998.1	Hdujardini	0.320691333333333	10.9187416902654	Other	Conserved	4.59342
bHd04021.1	Hdujardini	0.0741603333333333	24.0639181137687	Other	Conserved	4.19098
bHd04058.1	Hdujardini	27.6811666666667	6.61161338316725	Other	Conserved	183.678333333333
bHd04063.4	Hdujardini	0.770296	3.55037251693677	Other	Conserved	3.089875
bHd04083.1	Hdujardini	0	22.7128666666667	Other	None	2.27128666666667
bHd04105.1	Hdujardini	1.15196	5.66148279497748	Other	Conserved	7.08795
bHd04107.1	Hdujardini	1.02645433333333	435.145913593775	Other	Conserved	490.172
bHd04108.1	Hdujardini	0.264610233333333	414.70677317797	Other	Conserved	151.206333333333
bHd04109.1	Hdujardini	20.9470666666667	10.5678542694786	Other	Conserved	222.422333333333
bHd04112.1	Hdujardini	0.223621333333333	32.6804372188072	Other	Conserved	10.5760866666667
bHd04128.1	Hdujardini	0	27.0302333333333	Other	Conserved	2.70302333333333
bHd04136.1	Hdujardini	2.03562	47.2655871987214	Other	Conserved	100.941333333333
bHd04137.1	Hdujardini	6.53040666666667	25.6489043909826	Other	Conserved	170.062666666667
bHd04138.1	Hdujardini	0.505163333333333	28.6957625764945	Other	Conserved	17.3656233333333
bHd04160.1	Hdujardini	5.23626666666667	9.27002648543301	Other	None	49.4673333333333
bHd04166.1	Hdujardini	43.7003	5.6880127913888	Other	Conserved	249.136666666667
bHd04176.1	Hdujardini	81.4452666666667	3.85527792743335	Other	Conserved	314.379666666667
bHd04182.1	Hdujardini	8.43571	85.8310165957684	CAHS	Conserved	732.628666666667
bHd04183.1	Hdujardini	1.40669666666667	32.2100887371712	Other	None	48.5308333333333
bHd04184.1	Hdujardini	18.6724966666667	72.4667771947933	CAHS	Conserved	1360.38233333333
bHd04219.1	Hdujardini	0.0725	35.3114009661836	Other	Conserved	6.09121666666667
bHd04225.1	Hdujardini	3.91127333333333	92.7566641349131	Other	None	372.072333333333
bHd04228.1	Hdujardini	0.500261333333333	169.689090973709	Other	Conserved	101.8578
bHd04238.1	Hdujardini	3.53540333333333	7.38565459495095	Other	Conserved	26.8498333333333
bHd04256.1	Hdujardini	0.084046	29.4305228040816	Other	Conserved	5.41657
bHd04277.1	Hdujardini	0.575777666666667	13.517710213369	Other	Conserved	9.13496666666667
bHd04280.1	Hdujardini	0.106815333333333	189.860680865055	Other	Conserved	39.2661
bHd04283.1	Hdujardini	0.0933719333333333	13.5351597043211	Other	Conserved	2.61732
bHd04289.2	Hdujardini	0.304226333333333	17.2663829422296	Other	Conserved	6.97952666666667
bHd04294.1	Hdujardini	0.06777	16.3312670123781	Other	Conserved	2.73989666666667
bHd04329.1	Hdujardini	0.0532586666666667	15.7332918638641	Other	Conserved	2.41126333333333
bHd04345.1	Hdujardini	0	22.0169333333333	Other	Conserved	2.20169333333333
bHd04349.1	Hdujardini	0	24.5838333333333	Other	Conserved	2.45838333333333
bHd04388.1	Hdujardini	0	31.1589666666667	Other	None	3.11589666666667
bHd04390.1	Hdujardini	0.249211333333333	23.3401264181957	Other	None	8.15063666666667
bHd04396.1	Hdujardini	0	245.759	Other	None	24.5759
bHd04397.1	Hdujardini	0.044442	373.108006443186	Other	None	53.8924666666667
bHd04402.1	Hdujardini	30.1899633333333	24.9103415883963	Other	None	754.533333333333
bHd04403.1	Hdujardini	40.5805333333333	25.8540530442079	Other	None	1051.75666666667
bHd04422.1	Hdujardini	2.15758666666667	7.16970777053963	Other	Conserved	16.1862366666667
bHd04429.1	Hdujardini	6.43802	128.902277243977	Other	Conserved	842.765666666667
bHd04440.1	Hdujardini	0.578409	8.98888428661766	Other	None	6.09814
bHd04444.1	Hdujardini	0	91.7599333333333	Other	None	9.17599333333333
bHd04468.1	Hdujardini	0	47.4963666666667	Other	Conserved	4.74963666666667
bHd04515.1	Hdujardini	79.6863	3.78279646171502	Other	Conserved	301.815333333333
bHd04518.1	Hdujardini	0.295059333333333	9.73905185550188	Other	Conserved	3.84750333333333
bHd04522.1	Hdujardini	0.586093666666667	49.3762027633739	Other	Conserved	33.8767
bHd04531.1	Hdujardini	0.46948	17.1598183137833	Other	Conserved	9.77217333333333
bHd04537.1	Hdujardini	1.71246666666667	8.43501489682569	Other	Conserved	15.2881833333333
bHd04549.1	Hdujardini	0	164.391	Other	None	16.4391
bHd04555.1	Hdujardini	86.6992333333333	6.45993801020516	Other	Conserved	560.717666666667
bHd04580.1	Hdujardini	1.20381066666667	8.8432727451225	Other	Conserved	11.5299533333333
bHd04601.1	Hdujardini	4.60627333333333	22.7557260450944	Other	Conserved	107.094666666667
bHd04628.1	Hdujardini	0	539.581433333333	Other	Conserved	53.9581433333333
bHd04641.1	Hdujardini	1.005652	191.502772421461	Other	Conserved	211.735423333333
bHd04645.1	Hdujardini	0.244090666666667	9.6298456220841	Other	Conserved	3.31354
bHd04649.2	Hdujardini	0.01299123	20.0614802877474	Other	Conserved	2.26677133333333
bHd04660.1	Hdujardini	0.074142	141.594275552901	Other	Conserved	24.6575103333333
bHd04664.1	Hdujardini	0.0831710333333333	51.1141827192109	Other	Conserved	9.36263766666667
bHd04678.1	Hdujardini	3.03758	126.302755626948	Other	None	396.285
bHd04687.1	Hdujardini	0.0658254333333333	17.6943946877469	Other	Conserved	2.93418066666667
bHd04713.1	Hdujardini	0.125428	117.678652755351	Other	None	26.5280633333333
bHd04741.1	Hdujardini	7.37548666666667	36.7812842508358	Other	None	274.958
bHd04742.1	Hdujardini	0.523178	608.921795484864	Other	None	379.466666666667
bHd04744.1	Hdujardini	1.16215666666667	11.0936571529683	Other	None	14.0019333333333
bHd04792.1	Hdujardini	0.331472333333333	126.475934725826	Other	Conserved	54.5708666666667
bHd04795.1	Hdujardini	10.85361	19.5451849512018	Other	None	214.090333333333
bHd04796.1	Hdujardini	0.0288689	45.6402747288135	Other	None	5.881612
bHd04797.1	Hdujardini	0.99315	23.7461464574852	Other	None	25.9581
bHd04800.1	Hdujardini	0.169605666666667	32.7734827532062	Other	None	8.83591666666667
bHd04805.1	Hdujardini	10.99376	23.8487221645321	Other	None	264.572
bHd04817.1	Hdujardini	0.172981	17.3019245539677	Other	Conserved	4.72309666666667
bHd04839.1	Hdujardini	42.7091666666667	9.78154211520118	Other	Conserved	418.739666666667
bHd04928.1	Hdujardini	1.12456766666667	104.012899246346	Other	Conserved	127.370833333333
bHd04947.1	Hdujardini	0.229239666666667	27.6644065771743	Other	Conserved	9.10822
bHd04977.1	Hdujardini	16.2857766666667	2.54961976169169	Other	Conserved	41.7775
bHd04979.1	Hdujardini	0.224253666666667	26.5777308095205	Other	Conserved	8.61792666666667
bHd05023.1	Hdujardini	3.49682	8.54721670809215	Other	Conserved	30.7428
bHd05028.1	Hdujardini	0	365.889333333333	Other	None	36.5889333333333
bHd05029.1	Hdujardini	0	68.9554666666667	Other	None	6.89554666666667
bHd05030.1	Hdujardini	0	44.7472333333333	Other	None	4.47472333333333
bHd05046.1	Hdujardini	0	55.3048666666667	Other	Conserved	5.53048666666667
bHd05051.1	Hdujardini	0	37.8329	Other	Conserved	3.78329
bHd05053.1	Hdujardini	0	24.91407	Other	Conserved	2.491407
bHd05056.1	Hdujardini	0.477988333333333	14.7384405106216	Other	Conserved	8.51864666666667
bHd05058.1	Hdujardini	0	83.2236666666667	Other	None	8.32236666666667
bHd05067.1	Hdujardini	0.065988	13.8672474315412	Other	Conserved	2.30179666666667
bHd05069.1	Hdujardini	0.041564	69.3673061889558	Other	Conserved	9.81991333333333
bHd05109.1	Hdujardini	0.495643	13.5115273186568	Other	Conserved	8.04804666666667
bHd05113.1	Hdujardini	0.471166333333333	11.0296008343162	Other	Conserved	6.29973666666667
bHd05118.1	Hdujardini	3.76651	7.46988024514786	Other	Conserved	28.8823666666667
bHd05162.1	Hdujardini	0	23.9799333333333	Other	Conserved	2.39799333333333
bHd05163.1	Hdujardini	0	22.8757666666667	Other	Conserved	2.28757666666667
bHd05177.1	Hdujardini	0	34.7316666666667	Other	Conserved	3.47316666666667
bHd05217.1	Hdujardini	1.12631666666667	9.95574008888406	Other	Conserved	12.20889
bHd05239.1	Hdujardini	0.0393176666666667	48.025112871543	Other	Conserved	6.69074666666667
bHd05250.1	Hdujardini	0.185143666666667	12.663604662445	Other	Conserved	3.61094666666667
bHd05315.1	Hdujardini	0.0353416666666667	25.5817252632227	Other	Conserved	3.46227333333333
bHd05317.1	Hdujardini	0.0509363333333333	27.0956628512242	Other	Conserved	4.08972
bHd05331.1	Hdujardini	16.4807533333333	13.4001752232408	Other	Conserved	222.185
bHd05364.1	Hdujardini	171.139666666667	2.75970910166842	Other	Conserved	472.571666666667
bHd05365.1	Hdujardini	2.30984333333333	49.0357326133234	Other	None	118.168433333333
bHd05366.1	Hdujardini	0	60.0073333333333	Other	Conserved	6.00073333333333
bHd05369.1	Hdujardini	0.205631666666667	8.10507200933586	Other	Conserved	2.47716666666667
bHd05373.1	Hdujardini	2.91180333333333	13.0033722874778	Other	None	39.1636
bHd05382.1	Hdujardini	1.01915136666667	10.9062101548909	Other	Conserved	12.2057
bHd05440.1	Hdujardini	0.0645404666666667	23.9259278467263	Other	Conserved	3.93678333333333
bHd05441.1	Hdujardini	0.82124	24.0906821240936	Other	None	22.1933
bHd05442.1	Hdujardini	0.364305333333333	26.3956333332376	Other	Conserved	12.2556333333333
bHd05444.1	Hdujardini	1.55397	38.9011086456627	Other	None	64.3412666666667
bHd05447.1	Hdujardini	0	34.0089333333333	Other	None	3.40089333333333
bHd05448.1	Hdujardini	0	420.404	Other	None	42.0404
bHd05455.1	Hdujardini	0	20.30988	Other	Conserved	2.030988
bHd05477.1	Hdujardini	19.34302	4.56917529615598	Other	Conserved	88.8385666666667
bHd05484.1	Hdujardini	0	80.4129	Other	Conserved	8.04129
bHd05521.1	Hdujardini	39.8682333333333	4.5495214115877	Other	Conserved	181.836333333333
bHd05547.1	Hdujardini	0.634676666666667	331.936951856372	Other	None	243.866333333333
bHd05594.1	Hdujardini	0.047138	22.0817871657899	Other	Conserved	3.24907
bHd05620.1	Hdujardini	0.074657	22.8071210047884	Other	Conserved	3.98342333333333
bHd05625.1	Hdujardini	0.070318	16.1467959933771	Other	Conserved	2.75009
bHd05626.1	Hdujardini	0.08993	25.2749609505256	Other	Conserved	4.80047333333333
bHd05628.1	Hdujardini	0.123581433333333	24.369341640324	Other	Conserved	5.44853233333333
bHd05631.1	Hdujardini	13.28053	14.4832080642546	Other	Conserved	193.793
bHd05634.1	Hdujardini	68.89	3.57052229791757	Other	Conserved	246.330333333333
bHd05635.1	Hdujardini	1.50537333333333	375.547536190959	Other	None	602.894
bHd05645.1	Hdujardini	0	121.769	Other	Conserved	12.1769
bHd05653.1	Hdujardini	0	42.6828333333333	Other	Conserved	4.26828333333333
bHd05773.1	Hdujardini	0	36.2672666666667	Other	Conserved	3.62672666666667
bHd05820.1	Hdujardini	1.50553666666667	30.5736192052086	Other	Conserved	49.0870666666667
bHd05872.1	Hdujardini	2.83606333333333	19.6078081876072	Other	Conserved	57.5697666666667
bHd05883.1	Hdujardini	0.468783333333333	348.060245553374	Other	None	197.970866666667
bHd05959.1	Hdujardini	2.56243666666667	13.1557057382273	Other	None	35.0262333333333
bHd05970.1	Hdujardini	0.141574333333333	32.6690142302645	Other	Conserved	7.89199533333333
bHd05971.1	Hdujardini	0.203960033333333	22.226891452067	Other	Conserved	6.75608666666667
bHd05976.1	Hdujardini	0.0453546666666667	21.0340454612167	Other	Conserved	3.05739666666667
bHd05984.1	Hdujardini	5.78086666666667	4.69828143244193	Other	Conserved	27.6299666666667
bHd05989.1	Hdujardini	0.0909903333333333	289.11847196455	Other	Conserved	55.2188333333333
bHd06000.1	Hdujardini	0.0720926666666667	17.4373690143682	Other	Conserved	3.00084333333333
bHd06013.1	Hdujardini	0	174.943103333333	Other	None	17.4943103333333
bHd06016.1	Hdujardini	1.59386166666667	38.6579580977195	Other	None	65.4812333333333
bHd06031.1	Hdujardini	0.174014666666667	51.3487112611977	Other	None	14.0703
bHd06037.1	Hdujardini	0.864598	14.5151659033089	GST	Conserved	14.0013
bHd06038.1	Hdujardini	0.153619	44.7686227503986	GST	Conserved	11.3541733333333
bHd06058.1	Hdujardini	0	99.11112	SOD	Conserved	9.911112
bHd06064.1	Hdujardini	0.392546666666667	52.7487750737663	Other	None	25.9812333333333
bHd06074.1	Hdujardini	6.62862666666667	50.2930266106803	Other	Conserved	338.403
bHd06075.1	Hdujardini	3.05821766666667	55.9664823608843	Other	Conserved	176.754333333333
bHd06076.1	Hdujardini	2.09427666666667	58.4969990110636	Other	Conserved	128.3586
bHd06090.1	Hdujardini	0	155.849	Other	None	15.5849
bHd06091.1	Hdujardini	0	127.512866666667	Other	Conserved	12.7512866666667
bHd06099.1	Hdujardini	0.053151	14.6081536087478	Other	Conserved	2.23725333333333
bHd06115.1	Hdujardini	0.401109333333333	119.948274761063	Other	None	60.1072
bHd06133.1	Hdujardini	0.522438333333333	7.53783908981613	Other	Conserved	4.69184
bHd06152.1	Hdujardini	0	32.7791	Other	Conserved	3.27791
bHd06157.1	Hdujardini	26.77668	5.23270235262193	Other	Conserved	140.637666666667
bHd06159.1	Hdujardini	5.99874	9.72100794590358	Other	Conserved	59.2859
bHd06164.1	Hdujardini	0.34588	67.8981639305045	Other	Conserved	30.2744333333333
bHd06166.1	Hdujardini	22.7379633333333	108.29789404747	CAHS	Conserved	2473.30333333333
bHd06196.1	Hdujardini	0.55192	5.88668855074242	Other	Conserved	3.83765
bHd06217.1	Hdujardini	17.8040466666667	17.0269886844948	Other	None	304.852
bHd06228.1	Hdujardini	0.160345	9.98471259290557	Other	Conserved	2.59947
bHd06231.1	Hdujardini	9.24364666666667	7.55646796004701	Other	Conserved	70.6049666666667
bHd06304.1	Hdujardini	0.0255887	104.320213522395	Other	Conserved	13.10144
bHd06305.1	Hdujardini	4.54449	10.7646838870719	Other	Conserved	49.9964666666667
bHd06321.1	Hdujardini	2.68890466666667	28.1805736397826	Other	Conserved	78.5929333333333
bHd06335.1	Hdujardini	137.093666666667	2.58965792881596	Other	Conserved	355.284666666667
bHd06347.1	Hdujardini	23.70012	6.77584818900073	Other	Conserved	161.266
bHd06349.1	Hdujardini	0.762552333333333	29.7827339558527	Other	Conserved	25.6891666666667
bHd06373.1	Hdujardini	0.408232666666667	20.2067753745332	Other	Conserved	10.2697433333333
bHd06377.1	Hdujardini	0.297262	5.61749340905163	Other	Conserved	2.23161666666667
bHd06416.1	Hdujardini	1.55502666666667	33.432532809139	Other	Conserved	55.3317333333333
bHd06428.1	Hdujardini	0.0484686666666667	17.0655761260513	Other	Conserved	2.53370333333333
bHd06475.1	Hdujardini	0.209672	17.4316050530884	Other	None	5.39808
bHd06490.1	Hdujardini	3.69758333333333	26.3209146167519	Other	Conserved	99.9558666666667
bHd06491.1	Hdujardini	0.380863	23.2130093879823	Other	None	11.1622773333333
bHd06511.1	Hdujardini	0	32.2531843333333	Other	Conserved	3.22531843333333
bHd06570.1	Hdujardini	0.236950333333333	8.71698202801402	Other	Conserved	2.93719
bHd06582.1	Hdujardini	0.310118	6.92521014277192	Other	Conserved	2.84015333333333
bHd06586.1	Hdujardini	0	34.1505333333333	Other	None	3.41505333333333
bHd06598.1	Hdujardini	1.999074	12.2071605542889	Other	Conserved	25.6237333333333
bHd06618.1	Hdujardini	0	40.8907	Other	Conserved	4.08907
bHd06629.1	Hdujardini	9.60567	3.95193393827182	Other	Conserved	38.3561666666667
bHd06681.1	Hdujardini	0	192.490666666667	Other	Conserved	19.2490666666667
bHd06682.1	Hdujardini	0	24.3803666666667	Other	None	2.43803666666667
bHd06683.1	Hdujardini	0.052751	31.8369546953321	Other	None	4.86312666666667
bHd06692.1	Hdujardini	0.958933333333333	6.60757365902795	Other	Conserved	6.99698
bHd06693.1	Hdujardini	0.095006	15.3575787411669	Other	Conserved	2.99482
bHd06697.1	Hdujardini	0.256908333333333	36.2400242826122	Other	None	12.9343666666667
bHd06698.1	Hdujardini	0	42.8762	Other	None	4.28762
bHd06707.1	Hdujardini	13.2874166666667	8.95171460762283	Other	Conserved	119.840333333333
bHd06727.1	Hdujardini	0.103765666666667	103.862443296794	Other	Conserved	21.1636
bHd06769.1	Hdujardini	4.52766	24.5782029506633	Other	None	113.739566666667
bHd06776.1	Hdujardini	0.134095666666667	222.854046849792	Other	None	52.1691666666667
bHd06778.1	Hdujardini	100.7427	5.89738606099731	Other	Conserved	594.708333333333
bHd06799.1	Hdujardini	78.5356	8.22849955999573	Other	Conserved	647.053
bHd06815.1	Hdujardini	0	44.4139333333333	Other	Conserved	4.44139333333333
bHd06822.1	Hdujardini	0.211171	15.7274724615512	Other	Conserved	4.89393333333333
bHd06841.1	Hdujardini	0.808453333333333	11.5981925323627	Other	Conserved	10.5364166666667
bHd06843.1	Hdujardini	0	139.823366666667	Other	None	13.9823366666667
bHd06844.1	Hdujardini	1.63860133333333	41.1521790312673	Other	None	71.5472333333333
bHd06845.1	Hdujardini	0	43.6297666666667	Other	None	4.36297666666667
bHd06846.1	Hdujardini	0	132.580033333333	Other	None	13.2580033333333
bHd06848.1	Hdujardini	0	87.9821666666667	Other	None	8.79821666666667
bHd06859.1	Hdujardini	0.245542666666667	61.8693398210351	Other	Conserved	21.3784966666667
bHd06869.1	Hdujardini	0.0546967666666667	77.1013744523426	Other	Conserved	11.9273333333333
bHd06888.1	Hdujardini	0.2881	9.02361934209396	Other	Conserved	3.50206666666667
bHd06905.1	Hdujardini	7.94218	5.89900168030725	Other	Conserved	47.4408333333333
bHd06906.1	Hdujardini	3.8913	9.30197345893986	Other	Conserved	37.1269666666667
bHd06909.1	Hdujardini	0	88.7595	Other	Conserved	8.87595
bHd06910.1	Hdujardini	0.0643696666666667	49.1167672867459	Other	Conserved	8.07330666666667
bHd06911.1	Hdujardini	5.393622	19.2763110870509	Other	Conserved	105.896766666667
bHd06970.1	Hdujardini	0.123280333333333	134.103018477519	Other	Conserved	29.9425666666667
bHd06975.1	Hdujardini	0.399244666666667	57.575577505752	Other	Conserved	28.7443
bHd06975.2	Hdujardini	0.00278466666666667	2086.43312556348	Other	Conserved	214.453333333333
bHd06978.1	Hdujardini	0	21.2870666666667	Other	Conserved	2.12870666666667
bHd07024.1	Hdujardini	0	60.2124666666667	Other	None	6.02124666666667
bHd07029.1	Hdujardini	0.059693	27.938920303332	Other	None	4.46165
bHd07034.1	Hdujardini	0	49.7781333333333	Other	Conserved	4.97781333333333
bHd07058.1	Hdujardini	0.0926776666666667	70.8904335911618	Other	Conserved	13.6590033333333
bHd07066.1	Hdujardini	0.6477376	11.8686644441401	Other	Conserved	8.87464666666667
bHd07077.1	Hdujardini	3.47426	20.5842794499188	Other	Conserved	73.5735666666667
bHd07081.1	Hdujardini	0.160230333333333	10.7052854458422	Other	Conserved	2.78584
bHd07106.1	Hdujardini	0	113.852833333333	Other	Conserved	11.3852833333333
bHd07153.1	Hdujardini	0.0303510666666667	16.4643583021441	Other	Conserved	2.14614666666667
bHd07154.1	Hdujardini	6.05347	7.29689643946153	Other	None	44.9012333333333
bHd07154.2	Hdujardini	0	37.0956666666667	Other	None	3.70956666666667
bHd07206.1	Hdujardini	0.348353333333333	21.4822015374779	Other	None	9.63161666666667
bHd07213.1	Hdujardini	0.08421	60.0068581148327	Other	None	11.0538633333333
bHd07214.1	Hdujardini	4.53977666666667	6.74740810082095	Other	None	31.3064666666667
bHd07217.1	Hdujardini	0.154397666666667	34.4688827072575	Other	None	8.76880333333333
bHd07235.1	Hdujardini	10.82648	46.5138208584405	Other	None	508.232333333333
bHd07239.1	Hdujardini	0.620035333333333	7.7722111785255	Other	Conserved	5.59626666666667
bHd07248.2	Hdujardini	0	47.0352	Other	Conserved	4.70352
bHd07252.1	Hdujardini	0.461000333333333	226.010323226189	Other	None	126.791866666667
bHd07272.1	Hdujardini	1.77672	18.8769235687796	Other	Conserved	35.4267
bHd07295.2	Hdujardini	0	49.1868666666667	Other	Conserved	4.91868666666667
bHd07298.1	Hdujardini	0.681704666666667	15.4798103631636	Other	None	12.10064
bHd07370.1	Hdujardini	102.7181	9.92845617649033	Other	Conserved	1020.825
bHd07374.1	Hdujardini	1.84400666666667	10.9902572350575	Other	None	21.3651333333333
bHd07386.1	Hdujardini	8.53076333333333	625.205804507828	Other	None	5396.00333333333
bHd07387.1	Hdujardini	4.69763	352.906191876684	Other	Conserved	1693.11333333333
bHd07388.1	Hdujardini	5.77133333333333	798.900306574316	Other	None	4690.61
bHd07420.1	Hdujardini	1.07438	7.82858472839569	Other	Conserved	9.19373333333333
bHd07421.1	Hdujardini	0	41.0298333333333	Other	Conserved	4.10298333333333
bHd07423.1	Hdujardini	0.0729796666666667	40.8357822403018	Other	Conserved	7.06376
bHd07453.1	Hdujardini	0.906246666666667	8.98509311832089	Other	Conserved	9.04122
bHd07467.1	Hdujardini	37.0060333333333	2.80653909831375	Other	Conserved	104.139533333333
bHd07477.1	Hdujardini	15.2950233333333	3.37200528222649	Other	Conserved	51.9121
bHd07501.1	Hdujardini	163.926333333333	4.27194413905084	Other	Conserved	700.711333333333
bHd07524.1	Hdujardini	34.9870533333333	10.9608710373323	Other	Conserved	384.584666666667
bHd07532.1	Hdujardini	0.221278333333333	176.417540346636	Other	Conserved	56.6791333333333
bHd07533.1	Hdujardini	0.681108666666667	9.32900927997214	Other	Conserved	7.28697
bHd07554.1	Hdujardini	0.125864666666667	16.96490818986	Other	Conserved	3.83177333333333
bHd07580.1	Hdujardini	1.37240001333057	6.84602909676167	Other	Conserved	10.0800933333333
bHd07580.2	Hdujardini	3.35415666666667	4.31926944058704	Other	Conserved	14.9194333333333
bHd07599.1	Hdujardini	86.4043033333333	5.88365719454959	Other	None	508.961666666667
bHd07614.1	Hdujardini	0.259952666666667	176.751017263381	Other	None	63.622
bHd07624.1	Hdujardini	3.40348366666667	29.1512038826878	Other	Conserved	102.130766666667
bHd07635.1	Hdujardini	0	825.08	Other	Conserved	82.508
bHd07657.1	Hdujardini	10.68078	3.95223103832314	Other	Conserved	42.6081333333333
bHd07658.1	Hdujardini	13.7307733333333	15.7927539361501	Other	None	218.426
bHd07701.1	Hdujardini	0	49.7662333333333	Other	Conserved	4.97662333333333
bHd07709.1	Hdujardini	85.6978333333333	6.23400357817894	Other	Conserved	534.864
bHd07716.1	Hdujardini	0.112047333333333	42.8691549999843	Other	Conserved	9.09029
bHd07724.1	Hdujardini	1.32469966666667	48.6355837803476	Other	Conserved	69.2911
bHd07730.1	Hdujardini	0	465.623333333333	Other	Conserved	46.5623333333333
bHd07738.1	Hdujardini	0.179353533333333	17.9919566675727	Other	Conserved	5.02611666666667
bHd07743.1	Hdujardini	88.4804666666667	6.36744594556964	Other	Conserved	564.031333333333
bHd07750.2	Hdujardini	0.87279	8.30693846222378	Other	Conserved	8.08090666666667
bHd07752.1	Hdujardini	0.165312333333333	41.4797188722223	Other	Conserved	11.005081
bHd07754.1	Hdujardini	2.93415766666667	23.028686819505	Other	Conserved	69.8726666666667
bHd07755.1	Hdujardini	7.84127333333333	52.9522133730023	Other	Conserved	420.508
bHd07756.1	Hdujardini	0.260927333333333	298.795140665434	Other	Conserved	107.843333333333
bHd07757.1	Hdujardini	0.884856333333333	215.998678656684	Other	None	212.727666666667
bHd07760.1	Hdujardini	57.9571133333333	7.8565222039401	Other	Conserved	456.127
bHd07762.1	Hdujardini	0.195944666666667	18.3973952337937	Other	Conserved	5.444611
bHd07789.1	Hdujardini	0	23.0479333333333	Other	Conserved	2.30479333333333
bHd07809.1	Hdujardini	0.8396	5.08268412090251	Other	Conserved	4.77569
bHd07814.1	Hdujardini	0	34.8472	Other	None	3.48472
bHd07833.1	Hdujardini	49.9569666666667	2.74848189629282	Other	None	137.580666666667
bHd07836.1	Hdujardini	0.144644666666667	27.9649941275374	Other	Conserved	6.84148666666667
bHd07838.1	Hdujardini	0.1339565	50.2398950232201	Other	Conserved	11.75395
bHd07839.1	Hdujardini	0.045136	22.9960175283872	Other	Conserved	3.33755
bHd07842.1	Hdujardini	0.105442333333333	21.7575734958877	Other	None	4.46992666666667
bHd07860.1	Hdujardini	0.0768016666666667	14.0345019371989	Other	Conserved	2.48132333333333
bHd07861.1	Hdujardini	0.0548606666666667	176.208720957764	Other	Conserved	27.2878
bHd07862.1	Hdujardini	0	20.4955966666667	Other	Conserved	2.04955966666667
bHd07863.1	Hdujardini	0	95.6115333333333	Other	Conserved	9.56115333333333
bHd07865.1	Hdujardini	0	21.9089066666667	Other	Conserved	2.19089066666667
bHd07880.1	Hdujardini	6.95252466666667	22.6682416424492	Other	None	159.868333333333
bHd07882.1	Hdujardini	446.661	6.67967884394564	SOD	Conserved	2984.22
bHd07889.1	Hdujardini	1.78075133333333	7.3888733119778	Other	Conserved	13.8966333333333
bHd07900.1	Hdujardini	0	53.6120333333333	Other	Conserved	5.36120333333333
bHd07901.1	Hdujardini	0.0916613333333333	163.703859585658	Other	Conserved	31.3757
bHd07904.1	Hdujardini	0.0313646	180.151527377492	Other	None	23.6655333333333
bHd07923.1	Hdujardini	0.0702164333333333	61.4459473458595	Other	Conserved	10.45911
bHd07926.1	Hdujardini	1.59127333333333	21.9721629856794	Other	Conserved	37.1609333333333
bHd07927.1	Hdujardini	0.918236666666667	11.4290358168206	Other	Conserved	11.6374633333333
bHd07942.1	Hdujardini	0.557544666666667	21.685269543159	Other	None	14.2590333333333
bHd07942.2	Hdujardini	1.504831	7.2439714836017	Other	None	11.62535
bHd07963.1	Hdujardini	0.154569633333333	11.7619684673048	Other	Conserved	2.99424
bHd07964.1	Hdujardini	0.3781	8.58380394617584	Other	None	4.10391666666667
bHd07972.1	Hdujardini	0.105443666666667	189.241191827119	Other	None	38.8784043333333
bHd07980.1	Hdujardini	0.270928333333333	131.999263110125	SOD	Conserved	48.9622666666667
bHd07993.1	Hdujardini	0.157860666666667	20.875718411235	Other	Conserved	5.38302666666667
bHd08014.1	Hdujardini	2.095907	7.66737085556598	Other	None	16.8368333333333
bHd08015.1	Hdujardini	0.19507	8.42110911535116	Other	Conserved	2.48481666666667
bHd08019.1	Hdujardini	2.379024	17.1097039264915	Other	Conserved	42.4153666666667
bHd08066.1	Hdujardini	64.0042333333333	4.91798513566707	Other	Conserved	315.263666666667
bHd08084.1	Hdujardini	1.69615	14.0419415601889	Other	Conserved	25.2214333333333
bHd08085.1	Hdujardini	3.61312666666667	15.5550667990499	Other	None	57.7579333333333
bHd08089.1	Hdujardini	0.147682333333333	21.116901084319	Other	Conserved	5.23028333333333
bHd08098.1	Hdujardini	0	175.885	Other	None	17.5885
bHd08100.1	Hdujardini	0.160656333333333	73.7036890209203	Other	Conserved	19.2113333333333
bHd08101.1	Hdujardini	0.0295436666666667	71.569663768459	Other	Conserved	9.27139666666667
bHd08102.1	Hdujardini	0.0969906666666667	166.777106191156	Other	Conserved	32.8535333333333
bHd08107.1	Hdujardini	0.294616	55.7166122677911	Other	Conserved	21.9866666666667
bHd08107.2	Hdujardini	4.98260666666667	5.68992813398899	Other	Conserved	28.9196666666667
bHd08132.1	Hdujardini	4.14435	785.756751131897	Other	None	3335.02666666667
bHd08150.1	Hdujardini	104.1826	11.7978966129856	Other	None	1230.31533333333
bHd08162.1	Hdujardini	0.2157948	6.26375101806616	Other	Conserved	1.97806
bHd08172.1	Hdujardini	32.8723666666667	5.35872968374528	Other	Conserved	176.69
bHd08206.1	Hdujardini	11.15943	3.95307755365947	Other	Conserved	44.5094
