Gene	Sample	Active	FC	Annotation	Conservation	Tun
bHd08212.1	Hdujardini	0.160153	30.1729354136476	Other	Conserved	7.84957966666667
bHd08273.1	Hdujardini	0	33.8072666666667	Other	Conserved	3.38072666666667
bHd08282.1	Hdujardini	0.528961333333333	489.968116746975	Other	None	308.171
bHd08360.1	Hdujardini	0.270934666666667	229.917937031139	Other	None	85.2845333333333
bHd08361.1	Hdujardini	0.402696666666667	45.6523151801285	Other	None	22.9492666666667
bHd08367.1	Hdujardini	6.51966666666667	6.41629487889622	Other	None	42.4737333333333
bHd08372.1	Hdujardini	0.301406333333333	13.5742751110886	Other	Conserved	5.4488
bHd08459.1	Hdujardini	0.0257102666666667	21.2541643376781	Other	Conserved	2.67186666666667
bHd08497.1	Hdujardini	23.1639	3.27098637803636	Other	None	76.0959
bHd08518.1	Hdujardini	6.90795666666667	3.53648495733659	Other	Conserved	24.7835333333333
bHd08528.1	Hdujardini	0.081678	182.350642345248	Other	None	33.1291
bHd08534.1	Hdujardini	14.936695	46.3858580625596	Other	None	697.49
bHd08535.1	Hdujardini	0.451536666666667	570.066057862578	Other	None	314.412333333333
bHd08536.1	Hdujardini	10.7993133333333	450.477308356429	Other	None	4909.89333333333
bHd08539.1	Hdujardini	0.288918333333333	132.705752278756	Other	Conserved	51.6117
bHd08544.1	Hdujardini	0.0520153333333333	135.931463054166	Other	Conserved	20.6636666666667
bHd08560.1	Hdujardini	0	33.8693	Other	None	3.38693
bHd08562.1	Hdujardini	0.168699333333333	121.660641758198	Other	None	32.6901333333333
bHd08581.1	Hdujardini	0.335708333333333	76.9526250358611	Other	Conserved	33.5289
bHd08590.1	Hdujardini	6.86145666666667	53.4608274034601	Other	None	372.165233333333
bHd08616.1	Hdujardini	3.20422	12.878884174379	Other	Conserved	42.5546666666667
bHd08626.1	Hdujardini	0.557536333333333	6.55239330247403	Other	None	4.30843666666667
bHd08650.1	Hdujardini	0	41.6651	Other	None	4.16651
bHd08675.1	Hdujardini	0.0525053333333333	28.2186852481662	Other	None	4.3035
bHd08683.1	Hdujardini	3.43921333333333	6.72806763084829	Other	Conserved	23.8120666666667
bHd08685.1	Hdujardini	2.35071166666667	299.812775472703	Other	None	734.754666666667
bHd08687.1	Hdujardini	0.12045	108.360535268768	Other	Conserved	23.88808
bHd08698.1	Hdujardini	3.16838333333333	154.614666782252	Other	None	505.34
bHd08717.1	Hdujardini	0.0495703333333333	59.7463155572295	Other	Conserved	8.93627633333333
bHd08722.1	Hdujardini	0.243711	8.88862251523324	Other	Conserved	3.05511733333333
bHd08730.1	Hdujardini	0.0389073333333333	30.9896333766876	Other	Conserved	4.30468733333333
bHd08761.1	Hdujardini	58.2942	2.66179974495184	Other	Conserved	155.433666666667
bHd08772.1	Hdujardini	8.993668	7.06489394598527	Other	None	64.2458
bHd08813.1	Hdujardini	37.65133	4.19055434603231	Other	Conserved	158.199
bHd08835.1	Hdujardini	19.43899	3.10427850501314	Other	Conserved	60.6544666666667
bHd08850.1	Hdujardini	0.422797666666667	3.90513729658319	Other	None	2.04159666666667
bHd08888.1	Hdujardini	2.55262333333333	10.804222737994	Other	None	28.6595333333333
bHd08890.1	Hdujardini	0	418.029333333333	Other	None	41.8029333333333
bHd08898.1	Hdujardini	0.107330333333333	35.7721735523504	Other	Conserved	7.41665666666667
bHd08899.1	Hdujardini	0.253132	78.7591231229871	Other	Conserved	27.8123666666667
bHd08912.1	Hdujardini	16.7670633333333	26.0290518859339	Other	None	439.033666666667
bHd08920.1	Hdujardini	1.61825666666667	4.59837393326957	Other	Conserved	7.90118666666667
bHd08934.1	Hdujardini	0.08503	11.0007926642526	Other	Conserved	2.03547666666667
bHd08939.1	Hdujardini	9.73761666666667	41.6611069415526	Other	None	409.846
bHd08944.1	Hdujardini	0	42.6986333333333	Other	Conserved	4.26986333333333
bHd08950.1	Hdujardini	0	45.8586	Other	None	4.58586
bHd08985.1	Hdujardini	0.0469683333333333	84.2628230571211	Other	Conserved	12.3839666666667
bHd09003.1	Hdujardini	11.2167833333333	2.65179887688934	Other	Conserved	30.0098333333333
bHd09014.1	Hdujardini	10.83469	15.958202747403	Other	Conserved	174.498
bHd09056.1	Hdujardini	0.283735666666667	7.12980376248581	Other	None	2.73596
bHd09080.1	Hdujardini	0.115280666666667	24.266693711465	Other	Conserved	5.22415
bHd09085.1	Hdujardini	1.08323666666667	5.99288392572914	Other	Conserved	7.091
bHd09086.1	Hdujardini	1.64881	12.9010965551813	Other	Conserved	22.5615666666667
bHd09108.2	Hdujardini	0.362272666666667	59.983646015555	Other	None	27.7288
bHd09108.3	Hdujardini	0	217.3523	Other	None	21.73523
bHd09108.4	Hdujardini	0.290630666666667	42.5662945049544	Other	None	16.6277
bHd09109.1	Hdujardini	0.285710333333333	221.368280687321	Other	None	85.3840333333333
bHd09110.1	Hdujardini	0	90.4601666666667	Other	None	9.04601666666667
bHd09111.1	Hdujardini	0.264685666666667	28.1527653495202	Other	None	10.26691
bHd09122.1	Hdujardini	15.1128366666667	23.3445833354332	Other	Conserved	355.137333333333
bHd09126.1	Hdujardini	0.0443363333333333	44.8716677944338	Other	Conserved	6.476612
bHd09177.1	Hdujardini	0.213980333333333	185.027087683836	Other	None	58.0948666666667
bHd09186.1	Hdujardini	0	103.290066666667	Other	None	10.3290066666667
bHd09188.1	Hdujardini	1.20764666666667	59.6876322350074	Other	None	78.0503333333333
bHd09189.1	Hdujardini	0.0271176333333333	65.1236426942079	Other	None	8.27836333333333
bHd09190.1	Hdujardini	0.333289666666667	48.6986765589456	Other	None	21.1006333333333
bHd09210.1	Hdujardini	3.81986333333333	3.25105467112374	Other	Conserved	12.74369
bHd09213.1	Hdujardini	0	41.2237666666667	Other	Conserved	4.12237666666667
bHd09217.1	Hdujardini	0.073752	21.3502194698958	Other	Conserved	3.70964333333333
bHd09285.1	Hdujardini	6.63114466666667	22.03120578699	Other	None	148.295233333333
bHd09291.1	Hdujardini	0.113919	24.6864389480754	Other	Conserved	5.28089833333333
bHd09316.1	Hdujardini	0.054382	13.3736661873362	Other	Conserved	2.06465333333333
bHd09317.1	Hdujardini	0.333573333333333	9.51554523648441	Other	Conserved	4.12568666666667
bHd09338.1	Hdujardini	2.71308666666667	2.94696335934667	Other	Conserved	8.29006333333333
bHd09338.2	Hdujardini	4.38991000082617	8.9024650069404	Other	Conserved	39.9712666666667
bHd09344.1	Hdujardini	0	49.2599	Other	Conserved	4.92599
bHd09353.1	Hdujardini	3.34652433333333	29.7138866372915	Other	Conserved	102.409633333333
bHd09354.1	Hdujardini	0.814414	35.2516110499912	Other	None	32.2345666666667
bHd09356.1	Hdujardini	0	120.263	Other	Conserved	12.0263
bHd09359.1	Hdujardini	0.334773333333333	10.6091296614328	Other	Conserved	4.61256666666667
bHd09365.1	Hdujardini	43.8117333333333	4.09014447163704	Other	Conserved	179.605333333333
bHd09367.1	Hdujardini	21.9386066666667	5.14996259594149	Other	Conserved	113.498
bHd09391.1	Hdujardini	0	56.1914	Other	Conserved	5.61914
bHd09392.1	Hdujardini	0	104.067	Other	None	10.4067
bHd09399.1	Hdujardini	0.0452353333333333	88.7521631558895	Other	Conserved	12.88995
bHd09401.1	Hdujardini	0.698777666666667	14.7597892279579	Other	Conserved	11.78979
bHd09406.1	Hdujardini	0.156268666666667	11.3576116731659	Other	None	2.9106
bHd09414.1	Hdujardini	53.1696473333333	52.1373203259177	Other	None	2777.33666666667
bHd09415.1	Hdujardini	1.59005966666667	12.5032272036155	Other	None	21.1312
bHd09436.1	Hdujardini	0.264204666666667	17.1249773479014	Other	None	6.23699666666667
bHd09442.1	Hdujardini	34.5435966666667	23.2575351346795	Other	Conserved	805.724666666667
bHd09442.2	Hdujardini	23.23021	21.2723188803987	Other	Conserved	496.287666666667
bHd09450.1	Hdujardini	1.13068333333333	8.72720033585677	Other	Conserved	10.74042
bHd09451.1	Hdujardini	112.197666666667	6.48410326127287	Other	None	728.149666666667
bHd09452.1	Hdujardini	2.11501333333333	209.71371127939	Other	None	464.518666666667
bHd09453.1	Hdujardini	0	4340.43	Other	None	434.043
bHd09478.1	Hdujardini	0.059983	22.7014328605748	Other	Conserved	3.63184333333333
bHd09480.1	Hdujardini	5.24968666666667	18.822161547156	Other	Conserved	100.692666666667
bHd09500.1	Hdujardini	0.506298	29.6377908773134	GST	Conserved	17.9693333333333
bHd09502.1	Hdujardini	0.176193333333333	144.50469477902	Other	Conserved	39.9112333333333
bHd09505.1	Hdujardini	9.36629333333333	9.80413664200842	Other	Conserved	92.8088333333333
bHd09534.1	Hdujardini	0	217.034633333333	Other	None	21.7034633333333
bHd09579.1	Hdujardini	0.839706666666667	47.9648613751809	Other	None	45.0729
bHd09594.1	Hdujardini	30.4810666666667	2.39688718073928	Other	Conserved	73.2993666666667
bHd09595.1	Hdujardini	0.175775	40.5208473090986	Other	Conserved	11.1746366666667
bHd09625.1	Hdujardini	0.3278205	6.87348237559132	Other	Conserved	2.94061666666667
bHd09638.1	Hdujardini	49.2849	70.9142538171249	Other	None	3502.09333333333
bHd09671.1	Hdujardini	0	61.7306666666667	Other	Conserved	6.17306666666667
bHd09684.1	Hdujardini	0.0660826666666667	113.033669979609	Other	None	18.7729333333333
bHd09707.1	Hdujardini	0.149897333333333	27.7389914791674	Other	Conserved	6.9319
bHd09727.1	Hdujardini	0.45791	33.76046315714	Other	None	18.8353
bHd09765.1	Hdujardini	0.0504003333333333	205.508631408175	Other	Conserved	30.9085666666667
bHd09770.1	Hdujardini	0	82.1750666666667	Other	None	8.21750666666667
bHd09802.1	Hdujardini	0.683626333333333	32.7682964542199	Other	Conserved	25.6781
bHd09847.1	Hdujardini	1.67948633333333	7.77177458888417	Other	None	13.8297666666667
bHd09904.1	Hdujardini	3.31549833333333	16.5273100704192	Other	None	56.449
bHd09916.1	Hdujardini	52.7711333333333	2.59518426564212	Other	Conserved	137.210333333333
bHd09940.1	Hdujardini	0	66.8509	Other	Conserved	6.68509
bHd09945.1	Hdujardini	0.733502333333333	10.9395374618027	Other	Conserved	9.11813
bHd09949.1	Hdujardini	0.0915926666666667	255.368333513113	Other	Conserved	48.9267
bHd09952.1	Hdujardini	0.767194	25.2986452089536	Other	None	21.9388333333333
bHd09954.1	Hdujardini	0.907672666666667	9.89202512191459	Other	Conserved	9.96792333333333
bHd09964.1	Hdujardini	0.43553	9.1867495751872	Other	None	4.91978
bHd09965.1	Hdujardini	0.554371	35.9616079155912	Other	Conserved	23.5322333333333
bHd09973.1	Hdujardini	0	28.08867	Other	Conserved	2.808867
bHd10009.1	Hdujardini	12.1481433333333	7.91839470635413	Other	Conserved	96.9856333333333
bHd10024.1	Hdujardini	0.090327	270.34752469872	Other	Conserved	51.4544333333333
bHd10042.1	Hdujardini	13.25253	4.28336802089192	Other	Conserved	57.1938
bHd10056.1	Hdujardini	0	21.7746	Other	Conserved	2.17746
bHd10059.1	Hdujardini	0	38.6103666666667	Other	Conserved	3.86103666666667
bHd10060.1	Hdujardini	0.079829	22.5425821196804	Other	None	4.05381
bHd10077.1	Hdujardini	6.06965666666667	6.70940090129272	Other	Conserved	41.3947
bHd10086.1	Hdujardini	0.133469333333333	117.890429578189	CATE	Conserved	27.5238
bHd10098.1	Hdujardini	9.16267	5.52085593750686	Other	Conserved	51.1378666666667
bHd10099.1	Hdujardini	4.3334	8.51201485691944	Other	Conserved	37.7371666666667
bHd10130.1	Hdujardini	10.2723466666667	35.4059030036276	Other	None	367.2423
bHd10157.1	Hdujardini	0	20.59981	Other	Conserved	2.059981
bHd10191.1	Hdujardini	0.121937	75.311462261813	Other	None	16.7144
bHd10197.1	Hdujardini	0	202.479	Other	None	20.2479
bHd10199.1	Hdujardini	0.944033666666667	5.7590671565189	Other	None	6.01266
bHd10213.1	Hdujardini	0	67.7542666666667	Other	None	6.77542666666667
bHd10225.1	Hdujardini	44.5273	3.65922503340631	Other	Conserved	163.301333333333
bHd10308.1	Hdujardini	3.985479	12.5604121328246	Other	Conserved	51.3153
bHd10358.1	Hdujardini	0.365677	7.83576742391543	Other	Conserved	3.64893666666667
bHd10366.1	Hdujardini	0.0826073333333333	81.4715582798792	Other	None	14.877304
bHd10374.1	Hdujardini	0	229.949666666667	Other	None	22.9949666666667
bHd10379.2	Hdujardini	0.659713347126567	4.95437305079527	Other	None	3.76390333333333
bHd10413.1	Hdujardini	0.279454666666667	45.937239758109	Other	Conserved	17.4311
bHd10420.1	Hdujardini	0.0816713333333333	84.9038189844664	Other	Conserved	15.42459
bHd10427.1	Hdujardini	0	78.31759	Other	Conserved	7.831759
bHd10439.1	Hdujardini	98.9715666666667	3.61736818535557	Other	Conserved	358.378333333333
bHd10442.1	Hdujardini	18.6437066666667	22.9960527195617	Other	None	431.031266666667
bHd10446.1	Hdujardini	0	42.1677333333333	Other	Conserved	4.21677333333333
bHd10450.1	Hdujardini	3.65354	14.764116007822	Other	None	55.4177
bHd10461.1	Hdujardini	0	66.00265	Other	None	6.600265
bHd10475.1	Hdujardini	0.446797666666667	100.559195266012	Other	Conserved	54.9855333333333
bHd10507.1	Hdujardini	12.78628	37.7021400538661	Other	Conserved	485.840333333333
bHd10518.1	Hdujardini	0.380443	8.06041507525346	Other	Conserved	3.87257
bHd10519.1	Hdujardini	0.970988	6.7694533770064	Other	Conserved	7.25000333333333
bHd10530.1	Hdujardini	2.201959	291.688224392065	Other	Conserved	671.454333333333
bHd10531.1	Hdujardini	16.1735	8.90656588932928	Other	Conserved	144.941
bHd10532.1	Hdujardini	60.1603333333333	5.85044335411354	Other	None	352.549666666667
bHd10551.1	Hdujardini	0.317536666666667	17.7177972393642	Other	None	7.39783
bHd10563.1	Hdujardini	0.211644666666667	34.3932619842684	Other	None	10.7184766666667
bHd10564.1	Hdujardini	0	29.9110566666667	Other	Conserved	2.99110566666667
bHd10601.1	Hdujardini	0.0875071	14.3904061943966	Other	Conserved	2.69830333333333
bHd10619.1	Hdujardini	7.47301	4.20052704714946	Other	Conserved	31.8106333333333
bHd10635.1	Hdujardini	2.84892666666667	15.4280992632348	Other	Conserved	45.4963333333333
bHd10642.1	Hdujardini	1.89917	14.058284187938	Other	Conserved	28.1049
bHd10642.2	Hdujardini	3.23796333333333	3.74353822540491	Other	Conserved	12.4957933333333
bHd10644.1	Hdujardini	0.0538713333333333	114.999545074456	Other	Conserved	17.6951333333333
bHd10669.1	Hdujardini	0.241261666666667	13.8906704044306	Other	Conserved	4.74035333333333
bHd10674.1	Hdujardini	0.38779	24.5367610378783	Other	Conserved	11.9687866666667
bHd10697.1	Hdujardini	7.15255666666667	20.229482292911	Other	Conserved	146.715466666667
bHd10738.1	Hdujardini	0.7597348	26.1870854438679	Other	None	22.5139486666667
bHd10744.1	Hdujardini	0.613472666666667	15.8886114768237	Other	None	11.33609
bHd10749.1	Hdujardini	12.5132566666667	2.02649223290734	Other	Conserved	25.5606666666667
bHd10761.1	Hdujardini	2.01278333333333	129.55879684776	Other	None	273.729666666667
bHd10762.1	Hdujardini	1.87084666666667	252.432964512714	SAHS	Conserved	497.506666666667
bHd10763.1	Hdujardini	862.176666666667	27.8852881712366	SAHS	Conserved	24044.8333333333
bHd10793.1	Hdujardini	0	228.138	Other	None	22.8138
bHd10795.1	Hdujardini	0.0411495	27.2285767926914	Other	Conserved	3.8433
bHd10840.1	Hdujardini	2.19161	9.19797289532977	Other	None	21.0781666666667
bHd10862.1	Hdujardini	29.2243333333333	5.61238107146511	Other	Conserved	164.579333333333
bHd10903.1	Hdujardini	0	40.2706666666667	Other	Conserved	4.02706666666667
bHd10904.1	Hdujardini	1.94736733333333	9.62525532789915	Other	Conserved	19.7064333333333
bHd10913.1	Hdujardini	0.302951666666667	127.758167853051	Other	Conserved	51.4803666666667
bHd10914.1	Hdujardini	0	66.8653333333333	Other	Conserved	6.68653333333333
bHd10932.1	Hdujardini	0.401444	12.9127014515413	Other	Conserved	6.47499666666667
bHd10967.1	Hdujardini	1.33663666666667	15.919659575258	Other	None	22.8707666666667
bHd11009.1	Hdujardini	0	128.3462	Other	None	12.83462
bHd11032.1	Hdujardini	0.0299203333333333	45.8205826134477	Other	Conserved	5.95302536666667
bHd11075.1	Hdujardini	0.0471206666666667	384.612857473004	Other	None	56.5845
bHd11082.1	Hdujardini	0.350176666666667	82.9481759013128	Other	None	37.3413333333333
bHd11085.1	Hdujardini	0.259398	49.4264483015116	Other	None	17.7637666666667
bHd11154.1	Hdujardini	0	49.6148	Other	None	4.96148
bHd11156.1	Hdujardini	0	94.6163333333333	Other	None	9.46163333333333
bHd11158.1	Hdujardini	0	22.1118333333333	Other	Conserved	2.21118333333333
bHd11170.1	Hdujardini	0.340406666666667	27.9974568958992	Other	Conserved	12.3302666666667
bHd11182.1	Hdujardini	0	136.910666666667	Other	None	13.6910666666667
bHd11211.1	Hdujardini	9.08739666666667	22.4890692648153	Other	Conserved	206.616
bHd11232.1	Hdujardini	0.368858333333333	680.310683753088	Other	None	318.969333333333
bHd11233.1	Hdujardini	7.7752	7.40662247731275	Other	None	58.3286333333333
bHd11255.1	Hdujardini	24.5503666666667	10.8012186431304	Other	Conserved	266.254
bHd11256.1	Hdujardini	55.7788	9.55699955379619	Other	Conserved	534.033666666667
bHd11268.1	Hdujardini	0.190924033333333	16.5489020558746	Other	Conserved	4.81447333333333
bHd11270.1	Hdujardini	0.353242266666667	108.396186645729	Other	Conserved	49.1297333333333
bHd11271.1	Hdujardini	0.67109	294.56483678948	Other	Conserved	227.136
bHd11272.1	Hdujardini	0.0118428	22.6366233081909	Other	Conserved	2.53174333333333
bHd11287.1	Hdujardini	0.470329766666667	4.63201610904288	Other	None	2.64177666666667
bHd11344.1	Hdujardini	0	63.1031	Other	Conserved	6.31031
bHd11345.1	Hdujardini	0	100.3671	Other	Conserved	10.03671
bHd11378.1	Hdujardini	0	51.2662	Other	Conserved	5.12662
bHd11378.2	Hdujardini	2.75192	2.16929647395439	Other	Conserved	6.18666
bHd11378.3	Hdujardini	1.03761666666667e-07	30.5424016420283	Other	Conserved	3.05424333333333
bHd11390.1	Hdujardini	0.244366666666667	14.5485141806214	Other	Conserved	5.01002333333333
bHd11406.1	Hdujardini	0	37.5228333333333	Other	None	3.75228333333333
bHd11408.1	Hdujardini	0	131.190333333333	Other	None	13.1190333333333
bHd11422.1	Hdujardini	0.888568333333333	11.8182051148041	Other	Conserved	11.6831033333333
bHd11444.1	Hdujardini	9.37045666666667	9.77206660572862	Other	None	92.5459333333333
bHd11482.1	Hdujardini	6.19141966666667	11.1144336845224	Other	Conserved	69.9255666666667
bHd11484.1	Hdujardini	0.60965	24.6570985697175	Other	None	17.49791
bHd11486.1	Hdujardini	17.688117	29.77647006332	Other	Conserved	529.667333333333
bHd11502.1	Hdujardini	0.166521	36.4365534673315	Other	None	9.71110666666667
bHd11510.1	Hdujardini	0.0450276666666667	48.555149247385	Other	Conserved	7.04184
bHd11527.1	Hdujardini	0	27.1029346666667	Other	Conserved	2.71029346666667
bHd11537.1	Hdujardini	0.0370856666666667	29.9955015963254	Other	Conserved	4.11195333333333
bHd11568.1	Hdujardini	0.321366666666667	5.70885071750653	Other	Conserved	2.40551939733333
bHd11571.1	Hdujardini	0.170213666666667	49.3685860942143	Other	None	13.3400666666667
bHd11573.1	Hdujardini	0	33.2817333333333	Other	Conserved	3.32817333333333
bHd11590.1	Hdujardini	0.0689594333333333	59.875970227962	Other	Conserved	10.11661
bHd11635.1	Hdujardini	0.289769	33.9190734340939	Other	Conserved	13.2206033333333
bHd11639.1	Hdujardini	1.48072333333333	22.4415404761955	Other	Conserved	35.4738666666667
bHd11656.1	Hdujardini	0	21.0691	Other	Conserved	2.10691
bHd11668.1	Hdujardini	0.352468333333333	30.3824577042224	Other	Conserved	13.7471
bHd11674.1	Hdujardini	0.724596	27.1258086788359	Other	Conserved	22.3678333333333
bHd11703.1	Hdujardini	1.02531	10.8624053223852	Other	Conserved	12.2235733333333
bHd11706.1	Hdujardini	0	114.688966666667	Other	Conserved	11.4688966666667
bHd11710.1	Hdujardini	0	89.5912333333333	Other	None	8.95912333333333
bHd11805.1	Hdujardini	2.74444633333333	12.0705388594078	Other	Conserved	34.334
bHd11819.1	Hdujardini	4.29380333333333	325.108618880681	Other	None	1428.46333333333
bHd11824.1	Hdujardini	0.0921166666666667	32.6375813307886	Other	Conserved	6.27022333333333
bHd11856.1	Hdujardini	4.05938	39.2889485131598	Other	None	163.417666666667
bHd11857.1	Hdujardini	39.4351666666667	40.1741065970802	Other	None	1588.29
bHd11867.1	Hdujardini	7.03612333333333	37.280418826842	Other	None	266.037666666667
bHd11868.1	Hdujardini	0.0600486666666667	25.2327417077306	Other	Conserved	4.03846666666667
bHd11951.1	Hdujardini	0	37.6698	Other	Conserved	3.76698
bHd11998.1	Hdujardini	2.71828333333333	10.821329769304	Other	None	30.4975733333333
bHd12019.1	Hdujardini	0.119982	9.05036169626	Other	Conserved	1.99091666666667
bHd12057.1	Hdujardini	0.604205666666667	12.2706718728478	Other	None	8.64107666666667
bHd12089.1	Hdujardini	0.0538666666666667	124.70912305026	Other	Conserved	19.1885770666667
bHd12090.1	Hdujardini	22.654792	40.4509373966884	Other	None	920.452666666667
bHd12092.1	Hdujardini	0	65.5542666666667	Other	None	6.55542666666667
bHd12093.1	Hdujardini	0.356504333333333	65.7611866407986	Other	None	30.0202666666667
bHd12129.1	Hdujardini	0.0278491	20.9748575990497	Other	Conserved	2.68161666666667
bHd12141.1	Hdujardini	0.540728333333333	71.8932360828952	Other	None	46.0640333333333
bHd12149.1	Hdujardini	0.320818666666667	145.497268815705	Other	Conserved	61.2279666666667
bHd12152.1	Hdujardini	5.64222966666667	43.8759880090713	Other	Conserved	251.946
bHd12156.1	Hdujardini	7.31935666666667	6.73305008026302	Other	Conserved	49.9549
bHd12157.1	Hdujardini	222.440333333333	3.78501574995394	Other	Conserved	842.318666666667
bHd12170.1	Hdujardini	0.861783333333333	44.5228135234894	Other	None	42.8213
bHd12190.1	Hdujardini	0.0293658333333333	39.8807773819723	Other	None	5.15921
bHd12194.1	Hdujardini	11.4036833333333	5.21559616412714	Other	Conserved	59.9985666666667
bHd12196.1	Hdujardini	9.37232	3.55437738589912	Other	Conserved	33.6682
bHd12204.1	Hdujardini	0.350176666666667	62.5114584644547	Other	None	28.1412
bHd12211.1	Hdujardini	10.2730666666667	81.0289223373351	Other	None	840.518413333333
bHd12212.1	Hdujardini	1.22601133333333	74.2191771111056	Other	None	98.41547
bHd12214.1	Hdujardini	6.24239	73.4623136283536	Other	None	465.926643333333
bHd12216.1	Hdujardini	0.890803	41.1190717697329	Other	None	40.7408996666667
bHd12218.1	Hdujardini	0	67.5583	Other	None	6.75583
bHd12220.1	Hdujardini	0	69.3847333333333	Other	None	6.93847333333333
bHd12221.1	Hdujardini	2.15237	34.557364021009	Other	Conserved	77.83597
bHd12222.1	Hdujardini	30.5141	77.0654273684348	Other	None	2359.2887
bHd12223.1	Hdujardini	0.961967666666667	62.5762617380378	Other	None	66.4539666666667
bHd12227.1	Hdujardini	11.1665366666667	12.7859759328584	Other	None	144.053666666667
bHd12233.1	Hdujardini	9.13506	9.79851421286561	Other	Conserved	90.4898666666667
bHd12245.1	Hdujardini	0	164.527670333333	Other	None	16.4527670333333
bHd12246.1	Hdujardini	0.0314778	174.638866789679	Other	None	22.961134
bHd12250.1	Hdujardini	0.746072333333333	209.123175835636	Other	Conserved	176.933333333333
bHd12253.1	Hdujardini	8.36366666666667	57.3559095742586	Other	None	485.4413
bHd12255.1	Hdujardini	1.18316233333333	451.832412994251	Other	None	579.774333333333
bHd12257.1	Hdujardini	0.187952333333333	115.711512437822	Other	None	33.3194
bHd12262.1	Hdujardini	0	61.7115666666667	Other	None	6.17115666666667
bHd12263.1	Hdujardini	0	239.998166666667	Other	None	23.9998166666667
bHd12264.1	Hdujardini	0	24.5754666666667	Other	Conserved	2.45754666666667
bHd12333.1	Hdujardini	0.613935666666667	9.84499537073135	Other	Conserved	7.02869333333333
bHd12372.1	Hdujardini	0.230268333333333	39.842855052205	Other	None	13.1588333333333
bHd12407.1	Hdujardini	7.97525	12.4766292065261	SOD	Conserved	100.7519
bHd12460.1	Hdujardini	0.793894666666667	36.7622001697441	Other	None	32.8615346666667
bHd12486.1	Hdujardini	0	108.894	Other	None	10.8894
bHd12489.1	Hdujardini	0	874.482	Other	Conserved	87.4482
bHd12491.1	Hdujardini	0	1504.6	Other	None	150.46
bHd12492.1	Hdujardini	0.070187	61.7977479674319	Other	Conserved	10.5171733333333
bHd12570.1	Hdujardini	4.75823333333333	9.41270146212272	Other	Conserved	45.7291
bHd12585.1	Hdujardini	0.470733333333333	28.884020558346	Other	Conserved	16.4850733333333
bHd12621.1	Hdujardini	0	22.6810333333333	Other	Conserved	2.26810333333333
bHd12685.1	Hdujardini	0.227922	53.818505620239	Other	None	17.648272
bHd12686.1	Hdujardini	0.0843293333333333	35.8371429398106	Other	None	6.60583666666667
bHd12729.1	Hdujardini	1.28902733333333	12.0022812126087	Other	Conserved	16.6714966666667
bHd12729.2	Hdujardini	4.99963	16.9209204066439	Other	Conserved	86.2904333333333
bHd12730.1	Hdujardini	0	24.8884666666667	Other	Conserved	2.48884666666667
bHd12751.1	Hdujardini	1.017905	6.46731758661663	Other	Conserved	7.22984666666667
bHd12770.1	Hdujardini	0.650132333333333	54.7871331147349	Other	None	41.0976
bHd12772.1	Hdujardini	0.164705333333333	40.0115978018325	Other	None	10.5912833333333
bHd12779.1	Hdujardini	4.45220333333333	25.0189175791064	Other	None	113.8912
bHd12785.1	Hdujardini	13.2221866666667	6.33222624113759	Other	Conserved	84.3591
bHd12793.1	Hdujardini	3.26197333333333	8.71200644066183	Other	Conserved	29.2895333333333
bHd12842.1	Hdujardini	0	154.521583333333	Other	Conserved	15.4521583333333
bHd12853.1	Hdujardini	0.527929	31.0571895867208	Other	None	19.50171
bHd12913.1	Hdujardini	0.650784	9.92774663995681	Other	Conserved	7.45359333333333
bHd12926.1	Hdujardini	0.115661	39.5403897784022	Other	None	8.52732
bHd12953.1	Hdujardini	1.33081533333333	8.03541850031427	Other	None	11.4972
bHd12983.1	Hdujardini	28.6331333333333	28.1584442583127	Other	Conserved	809.080333333333
bHd13004.1	Hdujardini	190.821333333333	12.0987177965096	Other	Conserved	2309.90333333333
bHd13020.1	Hdujardini	1.18720133333333	9.17541001096953	Other	Conserved	11.8106
bHd13025.1	Hdujardini	0	179.465	Other	None	17.9465
bHd13073.1	Hdujardini	0	141.754566666667	Other	None	14.1754566666667
bHd13080.1	Hdujardini	254.241	4.24932538075523	Other	Conserved	1080.77766666667
bHd13112.1	Hdujardini	0.342499333333333	17.6197704252662	Other	Conserved	7.79673666666667
bHd13131.1	Hdujardini	0	158.191333333333	Other	None	15.8191333333333
bHd13173.1	Hdujardini	0.053429	16.3115404084843	Other	Conserved	2.50266333333333
bHd13185.1	Hdujardini	4.45335333333333	5.38218719390691	Other	Conserved	24.507
bHd13198.1	Hdujardini	0.386171266666667	9.64387172750782	Other	Conserved	4.68857333333333
bHd13225.1	Hdujardini	3.79846333333333	5.76475004253813	Other	Conserved	22.4736666666667
bHd13225.2	Hdujardini	4.65711666666667	2.61814054031329	Other	Conserved	12.4548
bHd13323.1	Hdujardini	0	39.1667	Other	None	3.91667
bHd13350.1	Hdujardini	0	41.9108	Other	Conserved	4.19108
bHd13388.1	Hdujardini	0	38.5771	Other	Conserved	3.85771
bHd13416.1	Hdujardini	0.154998333333333	47.8053974208982	Other	None	12.1902966666667
bHd13438.1	Hdujardini	0.77069	11.9162579869605	Other	None	10.3753666666667
bHd13443.1	Hdujardini	0	466.915333333333	Other	None	46.6915333333333
bHd13455.1	Hdujardini	0	29.7057	Other	Conserved	2.97057
